x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_TE,receiver_type_2_WR,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_TE,receiver_type_3_WR,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
77.42,7.59,7.5,0.69,266.52,26.071367436327535,1,77.33,8.77,0.09,0.32,41.09,77.31,8.77,0.18,0.75,39.02,78.68,19.14,6.1,3.61,235.66,16.289582560642852,1,79.43,19.09,2.4,0.86,7.64,79.41,19.33,2.46,0.85,5.15,78.43,33.56,6.07,3.97,222.25,13.005614172348793,1,0,78.66,33.87,1.1,3.17,116.19,78.74,33.82,0.93,2.68,113.15,80.95,40.63,5.37,4.49,139.71,14.6401673487703,0,1,79.39,40.41,1.07,0.34,145.48,79.4,40.3,1.08,0.29,143.99,90.91,29.9,326.48,0.7,300.54,0.59,0.0,1
76.66,7.49,7.68,0.83,266.52,26.56393231432425,1,76.37,8.82,2.53,2.58,1.5,76.61,8.86,2.21,2.61,6.26,78.1,19.02,5.8,4.21,222.43,16.794761087910725,1,79.43,19.09,2.4,0.86,7.64,79.41,19.33,2.46,0.85,5.15,77.9,33.25,6.1,4.42,209.88,13.376012111238529,1,0,77.07,33.71,1.44,0.48,175.64,77.14,33.83,1.45,0.49,174.86,80.85,40.08,5.69,3.67,136.44,14.248498166473547,0,1,79.42,40.09,1.07,0.13,142.67,79.42,39.98,1.03,0.24,146.47,90.86,29.94,314.88,0.61,301.8,0.34,0.0,1
75.9,7.39,7.76,0.74,269.06,27.064049955614543,1,75.53,8.64,3.21,1.72,356.54,75.83,8.71,3.02,2.03,356.54,77.57,18.86,5.45,4.69,205.2,17.291460320053943,1,79.43,19.09,2.4,0.86,7.64,79.45,18.85,2.31,0.9,9.79,77.41,32.88,6.12,4.42,196.26,13.722106252321469,1,0,76.77,33.19,1.54,0.32,175.53,76.85,33.32,1.5,0.22,175.53,80.77,39.5,5.96,2.62,135.83,13.850032490936618,0,1,79.51,39.22,0.81,0.6,151.19,79.53,39.14,0.82,0.64,150.53,90.82,29.97,310.52,0.53,301.98,0.57,0.0,1
75.13,7.27,7.84,0.68,269.06,27.58841967202906,1,74.85,8.46,3.79,1.64,352.5,74.47,8.36,4.03,1.5,351.52,77.1,18.66,5.04,5.45,173.05,17.762637754567876,1,79.45,18.85,2.31,0.9,9.79,79.43,19.09,2.4,0.86,7.64,76.96,32.47,6.12,4.8,171.71,14.040754965456815,1,0,76.51,32.82,1.48,0.41,179.88,76.42,32.7,1.48,0.43,181.62,80.69,38.9,6.15,1.44,140.05,13.460913787704017,0,1,80.37,38.05,0.42,0.72,165.33,80.34,38.06,0.34,0.81,156.88,90.78,29.99,304.8,0.41,300.82,0.87,0.0,1
74.35,7.14,7.91,0.79,269.06,28.142439482034963,1,74.06,8.25,4.29,1.47,347.18,73.64,8.13,4.47,1.17,344.65,76.7,18.39,4.79,6.34,157.83,18.232577985572966,1,79.47,18.63,2.21,0.94,11.48,79.45,18.85,2.31,0.9,9.79,76.54,32.03,6.1,4.49,155.02,14.352856858479424,1,0,76.12,32.36,1.53,0.37,183.47,76.23,32.47,1.53,0.35,185.22,80.6,38.29,6.23,0.9,140.05,13.098889265888161,0,1,80.41,38.03,0.52,0.58,169.68,80.46,38.0,0.6,0.45,172.5,90.75,30.01,299.06,0.29,301.11,1.0,0.0,1
73.56,7.01,7.97,0.81,275.68,28.716066931249475,1,73.2,8.02,4.56,0.83,342.83,73.64,8.13,4.47,1.17,344.65,76.35,18.07,4.63,6.53,141.87,18.704935177647634,1,79.49,18.41,2.15,0.83,12.97,79.51,18.2,2.09,0.78,15.4,76.17,31.55,6.1,4.09,146.65,14.650112627553407,1,0,75.81,32.05,1.38,0.67,177.47,75.7,31.97,1.3,0.82,172.73,80.48,37.68,6.24,1.27,134.22,12.804030615396067,0,1,80.68,37.84,0.73,0.81,176.34,80.63,37.89,0.71,0.57,178.24,90.74,30.02,292.3,0.11,287.34,1.22,0.0,1
72.78,6.86,7.94,0.78,281.71,29.30167401361226,1,72.34,7.81,4.36,0.91,338.33,72.77,7.91,4.54,0.24,340.42,76.07,17.7,4.64,6.7,123.98,19.14936030263153,1,79.52,17.43,1.79,0.96,24.17,79.53,17.61,1.85,1.02,22.09,75.82,31.05,6.1,3.72,143.55,14.945534450129253,1,0,75.42,31.79,0.92,1.4,139.81,75.5,31.84,1.11,1.06,151.63,80.34,37.09,5.98,2.48,127.16,12.567298834674062,0,1,80.83,37.07,1.43,0.8,109.29,80.81,36.93,1.52,0.87,95.51,90.73,30.02,290.56,0.05,187.42,1.24,0.0,1
72.0,6.72,7.91,0.93,283.01,29.88707078319989,1,71.93,7.73,4.12,1.68,338.33,71.55,7.67,3.83,2.26,338.33,75.85,17.29,4.71,6.31,119.13,19.5758218218291,1,79.51,17.25,1.76,0.72,26.52,79.51,17.07,1.71,0.64,28.38,75.52,30.52,6.1,3.42,145.0,15.218547893935224,1,0,75.34,31.76,0.79,1.43,132.08,75.27,31.75,0.6,1.64,124.51,80.19,36.53,5.67,3.37,120.72,12.393627394754134,0,1,80.77,36.44,1.75,0.53,66.97,80.78,36.61,1.65,0.73,78.0,90.73,30.01,288.88,0.12,136.68,1.03,0.0,1
71.22,6.58,7.91,0.91,285.74,30.488141957160984,1,71.2,7.63,3.5,2.78,335.57,70.9,7.63,2.99,4.0,333.62,75.69,16.84,4.87,5.84,116.66,19.992200979381934,1,79.49,16.75,1.53,0.77,35.07,79.49,16.6,1.44,0.89,37.97,75.24,29.98,6.06,2.89,145.0,15.500012903220437,1,0,75.27,31.75,0.6,1.64,124.51,75.23,31.76,0.45,1.88,114.95,80.01,36.0,5.43,3.65,118.07,12.293612162419953,0,1,80.76,36.08,1.82,0.57,38.8,80.76,35.9,1.87,0.56,29.02,90.74,30.0,288.12,0.18,140.26,0.76,0.0,1
70.44,6.44,7.82,1.29,288.47,31.098208951642214,1,70.62,7.66,2.6,4.14,331.57,70.9,7.63,2.99,4.0,333.62,75.58,16.36,5.01,5.03,109.84,20.393768656136118,1,79.45,15.93,0.79,1.01,33.32,79.46,16.01,0.88,1.13,37.13,74.99,29.43,5.97,2.51,147.41,15.769946100098128,1,0,75.27,31.75,0.6,1.64,124.51,75.23,31.76,0.45,1.88,114.95,79.85,35.59,4.61,4.82,114.27,12.254386969571353,0,1,80.76,35.71,1.86,0.68,20.62,80.77,35.52,1.89,0.68,10.31,90.75,29.99,290.2,0.19,148.49,0.42,0.0,1
69.67,6.32,7.72,1.57,291.12,31.681049540695458,1,70.41,7.74,2.26,4.46,337.15,70.22,7.86,2.14,4.28,338.07,75.52,15.85,5.16,4.23,102.34,20.768420739189587,1,79.45,15.85,0.67,1.02,28.01,79.45,15.8,0.5,1.12,28.01,74.76,28.89,5.83,2.3,151.25,16.02643129333539,1,0,75.27,31.75,0.6,1.64,124.51,75.23,31.76,0.45,1.88,114.95,79.69,35.2,4.01,5.1,111.79,12.23423475334686,0,1,79.0,34.57,1.22,1.16,79.78,79.09,34.48,1.3,0.88,79.0,90.75,29.97,287.98,0.23,181.11,0.48,0.0,1
68.91,6.21,7.62,1.71,295.39,32.2505581347052,1,70.22,7.86,2.14,4.28,338.07,70.05,8.01,2.2,3.98,335.73,75.49,15.33,5.25,3.36,97.16,21.12627984288763,1,79.45,15.75,0.4,1.01,28.01,79.45,15.8,0.5,1.12,28.01,74.55,28.36,5.59,2.35,159.63,16.276867020406602,1,0,77.64,27.65,1.77,2.54,289.2,77.68,27.46,2.04,2.67,296.43,79.54,34.88,3.44,5.2,107.29,12.250212243059297,0,1,79.09,34.48,1.3,0.88,79.0,79.0,34.57,1.22,1.16,79.78,90.75,29.94,287.98,0.31,198.41,0.78,0.0,1
68.17,6.1,7.45,1.95,299.35,32.800452740777835,1,70.05,8.01,2.2,3.98,335.73,70.22,7.86,2.14,4.28,338.07,75.49,14.81,5.25,2.58,93.68,21.453848139669496,1,79.45,15.75,0.4,1.01,28.01,79.46,15.72,0.33,0.88,25.78,74.36,27.84,5.32,2.63,166.0,16.500357571883107,1,0,77.64,27.65,1.77,2.54,289.2,77.68,27.46,2.04,2.67,296.43,79.41,34.61,2.83,5.17,108.46,12.256932732131649,0,1,79.09,34.48,1.3,0.88,79.0,79.16,34.37,1.35,0.72,77.03,90.73,29.91,286.37,0.4,214.21,0.95,0.0,1
67.44,6.0,7.27,2.14,305.6,33.33589656811408,1,70.05,8.01,2.2,3.98,335.73,69.91,8.19,2.31,3.72,341.66,75.52,14.29,5.19,2.05,89.92,21.759607073658298,1,79.32,13.0,2.39,1.13,76.88,79.4,13.23,2.48,1.05,87.37,74.19,27.36,4.99,2.99,173.65,16.701212530831413,1,0,77.64,27.65,1.77,2.54,289.2,77.68,27.46,2.04,2.67,296.43,79.31,34.4,2.19,5.28,104.58,12.254080952890755,0,1,79.16,34.37,1.35,0.72,77.03,79.23,34.25,1.38,0.53,71.46,90.7,29.88,284.34,0.52,225.18,1.09,0.0,1
66.73,5.91,7.04,2.35,311.31,33.84920235396987,1,69.91,8.19,2.31,3.72,341.66,70.05,8.01,2.2,3.98,335.73,75.55,13.79,5.02,1.81,84.98,22.050752821615866,1,79.17,12.56,2.19,1.16,59.46,79.1,12.36,2.09,1.1,56.2,74.03,26.91,4.56,3.49,183.49,16.887880269589783,1,0,76.45,24.5,1.58,0.21,218.5,76.34,24.39,1.58,0.17,215.81,79.23,34.23,1.65,4.96,96.79,12.240477931845627,0,1,79.23,34.25,1.38,0.53,71.46,79.28,34.13,1.37,0.37,55.42,90.66,29.85,284.34,0.61,237.2,1.16,0.0,1
66.04,5.83,6.84,2.4,315.1,34.31825898847434,1,69.91,8.19,2.31,3.72,341.66,69.8,8.4,2.46,3.19,345.87,75.6,13.31,4.8,2.04,80.08,22.292377621061426,1,78.79,11.68,1.65,1.13,44.24,78.87,11.83,1.77,1.11,48.43,73.88,26.5,4.1,3.89,201.7,17.034676398452664,1,0,76.12,24.16,1.56,0.22,211.97,76.23,24.27,1.58,0.17,214.12,79.18,34.09,1.19,4.5,91.66,12.186324302266042,0,1,79.28,34.13,1.37,0.37,55.42,79.23,34.25,1.38,0.53,71.46,90.59,29.81,285.06,0.78,244.37,1.32,0.0,1
65.37,5.75,6.58,2.61,319.31,34.77729862999713,1,69.91,8.19,2.31,3.72,341.66,69.8,8.4,2.46,3.19,345.87,75.65,12.85,4.54,2.36,77.72,22.526528804944626,1,78.46,11.06,1.24,0.65,21.72,78.65,11.4,1.45,1.03,34.71,73.75,26.14,3.65,4.09,214.96,17.150720101500116,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.16,33.99,0.83,3.85,91.66,12.10564331210862,0,1,79.33,34.0,1.37,0.34,47.11,79.28,34.13,1.37,0.37,55.42,90.51,29.78,285.06,0.96,250.94,1.42,0.0,1
64.73,5.68,6.31,2.71,322.24,35.203817974759495,1,69.8,8.4,2.46,3.19,345.87,69.91,8.19,2.31,3.72,341.66,75.7,12.42,4.23,2.63,75.98,22.738946765406705,1,78.4,10.95,1.16,0.63,18.98,78.29,10.76,1.05,0.53,16.0,73.63,25.82,3.15,4.18,228.89,17.236356923665745,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.16,33.92,0.62,3.23,95.1,11.994502907582289,0,1,79.33,34.0,1.37,0.34,47.11,79.38,33.87,1.4,0.39,42.42,90.41,29.76,285.06,1.11,256.2,1.38,0.0,1
64.12,5.61,6.0,2.92,327.31,35.59671052218168,1,69.8,8.4,2.46,3.19,345.87,69.91,8.19,2.31,3.72,341.66,75.75,12.01,3.92,2.8,72.78,22.92955516358745,1,78.14,10.51,0.9,0.48,13.63,78.24,10.68,1.01,0.49,14.96,73.52,25.56,2.64,4.22,242.38,17.28309289450243,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.19,33.87,0.52,2.73,98.23,11.843432779392982,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,90.29,29.74,280.45,1.23,261.42,1.31,0.0,1
63.54,5.55,5.65,3.15,334.49,35.95571303701263,1,69.8,8.4,2.46,3.19,345.87,69.7,8.64,2.63,2.72,350.07,75.8,11.64,3.59,2.97,70.59,23.08887177841308,1,78.01,10.3,0.77,0.47,13.15,77.97,10.23,0.72,0.49,13.15,73.42,25.35,2.14,4.28,258.88,17.30099708109333,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.23,33.85,0.5,2.2,99.96,11.684254362174759,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,90.16,29.72,277.69,1.37,264.79,1.26,0.0,1
63.0,5.5,5.26,3.37,339.02,36.28620674581458,1,69.8,8.4,2.46,3.19,345.87,69.7,8.64,2.63,2.72,350.07,75.85,11.3,3.28,2.9,68.63,23.23973536854497,1,77.97,10.23,0.72,0.49,13.15,77.94,10.17,0.69,0.48,13.15,73.32,25.18,1.71,4.06,272.74,17.306114526374778,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.27,33.84,0.54,1.74,99.96,11.512467155219165,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,90.02,29.72,276.03,1.48,268.16,1.12,0.0,1
62.5,5.47,4.83,3.61,342.58,36.55334731594358,1,69.8,8.4,2.46,3.19,345.87,69.7,8.64,2.63,2.72,350.07,75.91,10.99,3.05,2.63,65.53,23.346111025179333,1,77.91,10.11,0.67,0.48,14.14,77.94,10.17,0.69,0.48,13.15,73.23,25.07,1.26,3.9,286.86,17.265181725078943,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.33,33.85,0.62,1.31,100.54,11.314614443276449,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,89.86,29.71,273.01,1.59,268.1,0.85,0.0,1
62.05,5.44,4.38,3.75,347.07,36.79069719372005,1,69.7,8.64,2.63,2.72,350.07,69.8,8.4,2.46,3.19,345.87,75.97,10.7,2.78,2.58,66.49,23.449797440489764,1,76.37,8.82,2.53,2.58,1.5,76.11,8.77,2.75,2.14,359.69,73.16,25.0,0.88,3.65,296.92,17.19754924400568,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.39,33.87,0.7,1.02,107.12,11.11763014315551,0,1,79.38,33.87,1.4,0.39,42.42,79.42,33.73,1.45,0.41,35.37,89.7,29.71,270.74,1.66,268.68,0.6,0.0,1
61.64,5.43,3.87,4.13,355.23,36.97140787148901,1,69.7,8.64,2.63,2.72,350.07,69.8,8.4,2.46,3.19,345.87,76.03,10.45,2.53,2.48,66.49,23.511965039102964,1,76.37,8.82,2.53,2.58,1.5,76.11,8.77,2.75,2.14,359.69,73.1,24.96,0.58,3.44,307.91,17.10007309925897,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.44,33.88,0.64,0.56,107.12,10.921561243705046,0,1,79.38,33.87,1.4,0.39,42.42,79.42,33.73,1.45,0.41,35.37,89.53,29.7,268.87,1.72,266.44,0.45,0.0,1
61.29,5.43,3.35,4.4,358.5,37.100842308497526,1,69.7,8.64,2.63,2.72,350.07,69.8,8.4,2.46,3.19,345.87,76.11,10.22,2.32,2.36,66.49,23.55086834917133,1,76.37,8.82,2.53,2.58,1.5,76.61,8.86,2.21,2.61,6.26,73.05,24.97,0.51,3.15,316.94,16.979237320916393,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.5,33.91,0.66,0.41,107.12,10.725110722039188,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,89.36,29.69,268.87,1.75,265.92,0.34,0.0,1
60.98,5.44,2.85,4.38,4.11,37.193839543666364,1,69.7,8.64,2.63,2.72,350.07,69.8,8.4,2.46,3.19,345.87,76.2,10.02,2.15,2.38,66.49,23.563864284110956,1,76.37,8.82,2.53,2.58,1.5,76.61,8.86,2.21,2.61,6.26,73.01,25.02,0.64,2.89,326.12,16.83769580435517,1,0,72.99,23.21,0.33,0.96,112.38,72.96,23.21,0.36,1.12,116.27,79.51,33.92,0.42,0.58,100.01,10.567875850898318,0,1,79.38,33.87,1.4,0.39,42.42,79.33,34.0,1.37,0.34,47.11,89.19,29.68,268.87,1.73,265.47,0.29,0.0,1
